appid,category
408650,Single-player
408650,Steam Achievements
408650,Steam Trading Cards
408650,Captions available
408650,Steam Workshop
408650,Partial Controller Support
408650,Steam Cloud
408650,Includes level editor
408740,Single-player
408750,Single-player
408750,Steam Achievements
408750,Steam Trading Cards
408750,Steam Cloud
408750,Steam Leaderboards
408760,Single-player
408760,Multi-player
408760,Steam Achievements
408760,Steam Trading Cards
408760,Steam Workshop
408760,In-App Purchases
408760,Steam Cloud
408770,Single-player
408770,Steam Achievements
408770,Steam Cloud
408860,Single-player
408860,Steam Achievements
408860,Steam Trading Cards
408880,Single-player
408880,Steam Achievements
408880,Steam Trading Cards
408900,Single-player
408900,Multi-player
408900,Online Multi-Player
408900,Co-op
408900,Online Co-op
408900,Steam Achievements
408900,Steam Trading Cards
408900,In-App Purchases
408900,Partial Controller Support
408930,Steam Trading Cards
408930,Steam Workshop
408960,Single-player
408960,Multi-player
408960,Co-op
408960,Cross-Platform Multiplayer
408960,Steam Achievements
408990,Single-player
409000,Single-player
409000,Multi-player
409000,Steam Achievements
409000,Steam Trading Cards
409000,Partial Controller Support
409000,Steam Cloud
409040,Single-player
409040,Steam Achievements
409040,Steam Trading Cards
409070,Single-player
409070,Steam Achievements
409070,Full controller support
409070,Steam Trading Cards
409090,Single-player
409090,Steam Trading Cards
409100,Single-player
409100,Steam Achievements
409100,Steam Trading Cards
409100,Partial Controller Support
409100,Steam Cloud
409130,Single-player
409160,Single-player
409160,Steam Achievements
409160,Steam Trading Cards
409160,Captions available
409160,Partial Controller Support
409160,Commentary available
409170,Single-player
409280,Single-player
409280,Full controller support
409290,Single-player
409290,Steam Achievements
409290,Partial Controller Support
409290,Steam Cloud
409290,Stats
409290,Steam Leaderboards
409320,Single-player
409320,Steam Achievements
409320,Full controller support
409320,Steam Trading Cards
409320,Captions available
409340,Single-player
409340,Multi-player
409340,Co-op
409340,Steam Achievements
409340,Steam Trading Cards
409360,Single-player
409360,Full controller support
409370,Single-player
409370,Steam Achievements
409370,Full controller support
409370,Steam Trading Cards
409370,Captions available
409370,Steam Cloud
409380,Single-player
409380,Steam Achievements
409380,Steam Trading Cards
409380,Steam Cloud
409390,Single-player
409390,Steam Achievements
409390,Full controller support
409390,Steam Trading Cards
409390,VR Support
409390,Steam Cloud
409390,Steam Leaderboards
409410,Single-player
409410,Multi-player
409410,Co-op
409410,Cross-Platform Multiplayer
409410,Steam Achievements
409410,Includes level editor
409420,Single-player
409420,Steam Trading Cards
409440,Single-player
409440,Steam Achievements
409440,Full controller support
409440,Steam Trading Cards
409440,Captions available
409440,Steam Workshop
409440,Steam Cloud
409440,Stats
409440,Steam Leaderboards
409440,Includes level editor
409450,Single-player
409450,Steam Achievements
409450,Steam Trading Cards
409450,Steam Workshop
409450,Steam Cloud
409450,Stats
409450,Includes level editor
409460,Single-player
409460,Steam Achievements
409460,Steam Trading Cards
409460,Partial Controller Support
409460,Steam Cloud
409460,Stats
409490,Single-player
409490,Steam Achievements
409510,Multi-player
409510,Co-op
409520,Single-player
409520,Steam Achievements
409520,Full controller support
409520,Steam Trading Cards
409520,Steam Cloud
409560,Single-player
409560,Steam Achievements
409560,Full controller support
409560,Steam Trading Cards
409580,Single-player
409590,Single-player
409600,Single-player
409600,Steam Achievements
409600,Steam Trading Cards
409610,Single-player
409610,Cross-Platform Multiplayer
409610,Partial Controller Support
409630,Shared/Split Screen
409630,Full controller support
409660,Single-player
409660,Steam Achievements
409660,Full controller support
409660,Steam Trading Cards
409670,Single-player
409670,Full controller support
409690,Single-player
409690,Full controller support
409710,Single-player
409710,Steam Achievements
409710,Full controller support
409710,Steam Cloud
409710,Commentary available
409720,Single-player
409720,Steam Achievements
409720,Full controller support
409720,Steam Cloud
409850,Single-player
409850,Steam Achievements
409850,Full controller support
409850,Steam Trading Cards
409850,Steam Cloud
409870,Single-player
409870,Steam Achievements
409870,Steam Trading Cards
409870,Partial Controller Support
409870,Steam Cloud
409890,Single-player
409890,Steam Achievements
409890,Steam Trading Cards
409890,Partial Controller Support
409890,Steam Cloud
409910,Single-player
409920,Single-player
409920,Steam Trading Cards
410000,Local Multi-Player
410000,Shared/Split Screen
410000,Steam Achievements
410000,Full controller support
410000,Stats
410040,Single-player
410040,Steam Leaderboards
410050,Single-player
410110,Single-player
410110,Steam Achievements
410110,Full controller support
410110,Steam Trading Cards
410110,Steam Leaderboards
410120,Single-player
410120,Steam Trading Cards
410130,Single-player
410130,Steam Trading Cards
410150,Single-player
410150,Steam Achievements
410150,Full controller support
410150,Steam Trading Cards
410150,Steam Cloud
410150,Steam Leaderboards
410210,Single-player
410210,Steam Trading Cards
410290,Single-player
410290,Multi-player
410290,Shared/Split Screen
410290,Cross-Platform Multiplayer
410290,Steam Trading Cards
410290,Partial Controller Support
410290,Steam Cloud
410320,Single-player
410320,Multi-player
410320,Co-op
410320,Shared/Split Screen
410320,Steam Achievements
410320,Full controller support
410320,Steam Trading Cards
410320,Steam Cloud
410330,Online Multi-Player
410330,Online Co-op
410340,Single-player
410340,Multi-player
410340,Online Multi-Player
410340,Steam Trading Cards
410340,Steam Workshop
410340,Partial Controller Support
410340,Steam Leaderboards
410340,Includes level editor
410370,Single-player
410370,Steam Achievements
410370,Steam Trading Cards
410370,Partial Controller Support
410370,Steam Cloud
410380,Single-player
410380,Multi-player
410380,Online Multi-Player
410380,Steam Trading Cards
410380,In-App Purchases
410390,Single-player
410390,Co-op
410390,Steam Leaderboards
410430,Single-player
410430,Steam Achievements
410430,Steam Trading Cards
410440,Single-player
410440,Steam Achievements
410440,Steam Trading Cards
410440,Steam Workshop
410440,Partial Controller Support
410440,Steam Cloud
410440,Includes level editor
410470,Single-player
410470,Steam Achievements
410470,Steam Trading Cards
410470,Stats
410470,Steam Leaderboards
410490,Single-player
410490,Multi-player
410490,MMO
410490,Co-op
410490,Cross-Platform Multiplayer
410490,Partial Controller Support
410540,Single-player
410550,Single-player
410570,Single-player
410570,Steam Achievements
410570,VR Support
410570,Partial Controller Support
410570,Steam Leaderboards
410670,Single-player
410670,Steam Achievements
410670,Steam Trading Cards
410670,Partial Controller Support
410710,Single-player
410710,Steam Trading Cards
410770,Single-player
410820,Single-player
410820,Steam Achievements
410820,Full controller support
410820,Steam Trading Cards
410820,Steam Cloud
410830,Single-player
410830,Multi-player
410830,Local Multi-Player
410830,Shared/Split Screen
410830,Steam Achievements
410830,Full controller support
410840,Single-player
410840,Steam Achievements
410840,Steam Trading Cards
410840,Steam Workshop
410840,Steam Cloud
410840,Stats
410850,Single-player
410850,Steam Achievements
410850,Full controller support
410850,Steam Cloud
410890,Single-player
410890,Steam Achievements
410890,Steam Trading Cards
410890,Steam Cloud
410900,Single-player
410900,Online Multi-Player
410900,Online Co-op
410900,Steam Achievements
410900,Steam Workshop
410900,Steam Leaderboards
410900,Includes level editor
410910,Single-player
410910,Steam Achievements
410910,Captions available
410910,Steam Cloud
410970,Single-player
410970,Multi-player
410980,Single-player
410980,Multi-player
410990,Single-player
411000,Single-player
411060,Single-player
411070,Single-player
411070,Full controller support
411080,Single-player
411120,Single-player
411120,Multi-player
411120,Cross-Platform Multiplayer
411120,Steam Achievements
411120,Steam Trading Cards
411120,Stats
411120,Steam Leaderboards
411130,Single-player
411130,Steam Achievements
411130,Steam Cloud
411300,Single-player
411300,Steam Achievements
411300,Full controller support
411300,Steam Trading Cards
411300,Steam Cloud
411310,Single-player
411310,Multi-player
411310,Includes level editor
411320,Single-player
411320,Multi-player
411320,Co-op
411320,Includes level editor
411330,Single-player
411330,Multi-player
411370,Single-player
411370,Multi-player
411370,Shared/Split Screen
411370,Steam Achievements
411370,Full controller support
411370,Steam Trading Cards
411370,Steam Cloud
411370,Steam Leaderboards
411390,Single-player
411390,Steam Achievements
411390,Partial Controller Support
411390,Steam Cloud
411480,Multi-player
411480,Online Multi-Player
411480,Online Co-op
411480,Steam Achievements
411480,Full controller support
411480,Steam Trading Cards
411480,In-App Purchases
411480,Steam Cloud
411480,Steam Leaderboards
411520,Single-player
411520,Steam Achievements
411520,Steam Cloud
411530,Single-player
411540,Single-player
411540,Multi-player
411540,Co-op
411540,Cross-Platform Multiplayer
411540,Steam Achievements
411540,Steam Trading Cards
411540,Partial Controller Support
411540,Steam Cloud
411560,Single-player
411570,Single-player
411570,Steam Achievements
411570,Captions available
411570,Steam Cloud
411590,Single-player
411590,Steam Achievements
411590,Steam Cloud
411600,Single-player
411600,Steam Achievements
411610,Single-player
411610,Steam Achievements
411610,Steam Trading Cards
411610,Steam Cloud
411620,Single-player
411620,VR Support
411620,Steam Leaderboards
411620,Commentary available
411630,Single-player
411630,Partial Controller Support
411680,Single-player
411680,Steam Achievements
411680,Full controller support
411680,Steam Trading Cards
411680,Steam Cloud
411690,Single-player
411690,Steam Achievements
411690,Full controller support
411690,VR Support
411720,Single-player
411720,Multi-player
411720,Steam Achievements
411720,Partial Controller Support
411740,Single-player
411740,Full controller support
411740,Steam Trading Cards
411750,Single-player
411750,Multi-player
411750,Steam Achievements
411750,Stats
411760,Single-player
411760,Steam Achievements
411760,Steam Trading Cards
411820,Single-player
411820,Full controller support
411830,Single-player
411830,Multi-player
411830,Steam Achievements
411830,Steam Trading Cards
411830,Partial Controller Support
411830,Steam Cloud
411860,Single-player
411870,Single-player
411870,Steam Cloud
411880,Single-player
411960,Single-player
411960,Steam Achievements
411960,Full controller support
411960,Steam Trading Cards
411960,Steam Cloud
411960,Steam Leaderboards
411970,Single-player
411970,Shared/Split Screen
411970,Steam Achievements
411970,Full controller support
411970,Steam Trading Cards
411970,Steam Cloud
411970,Steam Leaderboards
411980,Single-player
411980,Shared/Split Screen
411980,Steam Achievements
411980,Full controller support
411980,Steam Trading Cards
411980,Steam Cloud
411980,Steam Leaderboards
412010,Single-player
412010,Steam Achievements
412010,Full controller support
412010,Stats
412050,Single-player
412050,Multi-player
412050,Online Multi-Player
412050,Local Multi-Player
412050,Co-op
412050,Online Co-op
412050,Local Co-op
412050,VR Support
412050,Stats
412050,Steam Leaderboards
412130,Single-player
412130,Steam Trading Cards
412140,Single-player
412150,Single-player
412150,Steam Trading Cards
412170,Single-player
412170,Steam Achievements
412170,Steam Trading Cards
412170,Partial Controller Support
412210,Single-player
412230,Single-player
412230,Steam Achievements
412230,Full controller support
412230,Steam Trading Cards
412230,Captions available
412230,Steam Workshop
412230,Steam Cloud
412230,Stats
