appid,platform
227860,windows
227860,mac
227860,linux
227900,windows
227920,windows
227940,windows
228200,windows
228260,windows
228280,windows
228280,mac
228280,linux
228300,windows
228320,windows
228320,mac
228320,linux
228360,windows
228360,mac
228360,linux
228380,windows
228440,windows
228440,mac
228440,linux
228760,windows
228960,windows
228960,mac
228960,linux
229480,windows
229520,windows
229520,mac
229520,linux
229560,windows
229560,mac
229560,linux
229580,windows
229600,windows
229600,mac
229810,windows
229870,windows
229890,windows
229970,windows
230050,windows
230050,mac
230070,windows
230150,windows
230150,mac
230190,windows
230190,mac
230190,linux
230270,windows
230270,mac
230270,linux
230290,windows
230290,mac
230290,linux
230310,windows
230310,mac
230310,linux
230410,windows
230650,windows
230700,windows
230700,mac
230700,linux
230760,windows
230760,linux
230820,windows
230820,mac
230840,windows
230980,windows
230980,mac
231020,windows
231040,windows
231040,mac
231040,linux
231140,windows
231160,windows
231160,mac
231160,linux
231200,windows
231200,mac
231200,linux
231310,windows
231310,mac
231310,linux
231330,windows
231330,linux
231430,windows
231430,mac
231430,linux
231720,windows
231720,mac
231720,linux
231740,windows
231740,mac
231740,linux
232010,windows
232010,mac
232050,windows
232090,windows
232430,windows
232430,mac
232430,linux
232750,windows
232770,windows
232770,mac
232770,linux
232790,windows
232790,mac
232790,linux
232890,windows
232910,windows
232950,windows
232950,mac
232970,windows
233110,windows
233110,mac
233130,windows
233130,mac
233130,linux
233150,windows
233150,mac
233150,linux
233190,windows
233210,windows
233210,mac
233210,linux
233230,windows
233230,mac
233230,linux
233270,windows
233290,windows
233310,windows
233310,mac
233350,windows
233410,windows
233410,mac
233450,windows
233450,mac
233450,linux
233470,windows
233470,mac
233510,windows
233550,windows
233550,mac
233550,linux
233610,windows
233610,mac
233610,linux
233720,windows
233720,mac
233720,linux
233740,windows
233740,mac
233740,linux
233840,windows
233840,mac
233840,linux
233860,windows
233980,windows
233980,mac
233980,linux
234080,windows
234140,windows
234140,mac
234140,linux
234160,windows
234190,windows
234190,mac
234190,linux
234270,windows
234270,mac
234270,linux
234290,windows
234330,windows
234350,windows
234370,windows
234370,mac
234370,linux
234390,windows
234390,mac
234390,linux
234490,windows
234490,mac
234630,windows
234650,windows
234650,mac
234650,linux
234670,windows
234820,windows
234900,windows
234900,mac
234920,windows
234920,mac
234920,linux
234940,windows
234940,mac
234940,linux
235070,windows
235070,mac
235210,windows
235250,windows
235250,mac
235320,windows
235340,windows
235360,windows
235360,mac
235380,windows
235380,mac
235400,windows
235460,windows
235520,windows
235540,windows
235600,windows
235620,windows
235620,mac
235620,linux
235660,windows
235720,windows
235720,mac
235800,windows
235800,mac
235800,linux
235820,windows
235820,mac
235820,linux
235900,windows
235980,windows
235980,mac
235980,linux
236010,windows
236090,windows
236090,mac
236090,linux
236110,windows
236130,windows
236150,windows
236290,windows
236370,windows
236370,mac
236370,linux
236390,windows
236390,mac
236390,linux
236430,windows
236450,windows
236470,windows
236490,windows
236510,windows
236690,windows
236690,mac
236730,windows
236730,mac
236730,linux
236790,windows
236850,windows
236850,mac
236850,linux
236930,windows
236970,windows
237310,windows
237350,windows
237350,mac
237350,linux
237430,windows
237430,mac
237430,linux
237470,windows
237470,mac
237470,linux
237550,windows
237550,mac
237550,linux
237570,windows
237630,windows
237740,windows
237760,windows
237760,mac
237850,windows
237850,mac
237850,linux
237870,windows
237870,mac
237870,linux
237890,windows
237930,windows
237930,mac
237930,linux
237950,windows
237970,windows
237990,windows
237990,mac
238010,windows
238010,mac
238050,windows
238050,mac
238090,windows
238210,windows
238210,mac
238240,windows
238260,windows
238260,mac
238320,windows
238320,mac
238320,linux
238370,windows
238370,mac
238370,linux
238430,windows
238460,windows
238460,mac
238460,linux
238530,windows
238530,mac
238630,windows
238630,mac
238630,linux
238750,windows
238750,mac
238870,windows
238890,windows
238890,mac
238890,linux
238910,windows
238910,mac
238910,linux
238930,windows
238930,mac
238960,windows
239030,windows
239030,mac
239030,linux
239070,windows
239070,mac
239070,linux
239090,windows
239090,mac
239120,windows
239140,windows
239140,mac
239140,linux
239160,windows
239160,mac
239200,windows
239200,mac
239200,linux
239250,windows
239430,windows
239430,mac
239430,linux
239700,windows
239700,mac
239700,linux
239720,windows
239800,windows
239800,mac
239800,linux
239820,windows
239820,mac
239820,linux
239840,windows
240320,windows
240340,windows
240340,mac
240340,linux
240360,windows
240360,mac
240360,linux
240440,windows
240440,mac
240440,linux
240600,windows
240620,windows
240720,windows
240720,mac
240720,linux
240760,windows
240760,mac
240760,linux
240970,windows
241000,windows
241000,mac
241000,linux
241240,windows
241240,mac
241240,linux
241260,windows
241300,windows
241300,mac
241300,linux
241320,windows
241320,mac
241320,linux
241410,windows
241560,windows
241600,windows
241600,mac
241600,linux
241620,windows
241720,windows
241760,windows
241910,windows
241910,mac
241910,linux
242050,windows
242110,windows
242110,mac
242110,linux
242130,windows
242530,windows
242530,mac
242530,linux
242570,windows
242570,mac
242570,linux
242640,windows
242680,windows
242680,mac
242680,linux
242700,windows
242720,windows
242760,windows
242780,windows
242780,mac
242820,windows
242820,mac
242820,linux
242840,windows
242860,windows
242860,mac
242860,linux
242880,windows
242880,mac
242880,linux
242920,windows
243000,windows
243120,windows
243160,windows
243160,mac
243160,linux
243200,windows
243200,mac
243220,windows
243220,mac
243280,windows
243280,mac
243360,windows
243450,windows
243470,windows
243780,windows
243780,mac
243780,linux
243800,windows
243930,windows
243930,linux
243950,windows
243970,windows
243970,mac
243970,linux
244030,windows
244050,windows
244070,windows
244090,windows
244160,windows
244160,mac
244210,windows
244410,windows
244430,windows
244430,mac
244450,windows
244590,windows
244690,windows
244710,windows
244710,mac
244730,windows
244750,windows
244750,mac
244750,linux
244770,windows
244770,mac
244770,linux
244810,windows
244810,mac
244810,linux
244830,windows
244830,mac
244830,linux
244850,windows
244870,windows
244870,mac
244870,linux
244890,windows
244910,windows
244930,windows
244950,windows
244950,mac
245050,windows
245170,windows
245170,mac
245170,linux
245280,windows
245300,windows
245370,windows
245390,windows
245390,mac
245390,linux
245410,windows
245410,mac
245410,linux
245430,windows
245430,mac
245430,linux
245450,windows
245450,mac
245470,windows
245470,mac
245470,linux
245490,windows
245620,windows
245620,mac
245620,linux
246070,windows
246070,mac
246070,linux
246090,windows
246090,mac
246090,linux
246110,windows
246110,mac
246110,linux
246420,windows
246420,mac
246420,linux
246580,windows
246620,windows
246620,mac
246620,linux
246680,windows
246680,mac
246680,linux
246700,windows
246720,windows
246720,mac
246740,windows
246740,mac
246760,windows
246800,windows
246800,mac
246800,linux
246820,windows
246840,windows
246880,windows
246900,windows
246900,mac
246920,windows
246920,mac
246920,linux
246940,windows
246960,windows
246980,windows
247000,windows
247000,mac
247020,windows
247020,mac
247020,linux
247080,windows
247080,mac
247080,linux
247140,windows
247240,windows
247240,mac
247240,linux
247370,windows
247430,windows
247660,windows
247730,windows
247870,windows
247870,mac
247950,windows
248170,windows
248190,windows
248190,mac
248190,linux
248270,windows
248270,mac
248310,windows
248310,mac
248310,linux
248330,windows
248330,mac
248350,windows
248370,windows
248390,windows
248390,mac
248470,windows
248470,mac
248470,linux
248510,windows
248510,mac
248510,linux
248530,windows
248550,windows
248550,mac
248550,linux
248570,windows
248570,mac
248570,linux
248610,windows
248610,mac
248610,linux
248630,windows
248650,windows
248800,windows
248800,mac
248800,linux
248820,windows
248820,mac
248820,linux
248860,windows
248860,mac
248860,linux
249050,windows
249050,mac
249130,windows
249130,mac
249190,windows
249190,mac
249230,windows
249330,windows
249360,windows
249550,windows
249570,windows
249570,mac
249570,linux
249590,windows
249590,mac
249590,linux
249610,windows
249650,windows
249680,windows
249870,windows
249930,windows
249990,windows
249990,mac
249990,linux
250050,windows
250050,mac
250050,linux
250070,windows
250110,windows
250110,mac
250110,linux
250180,windows
250260,windows
250260,mac
250260,linux
250320,windows
250320,mac
250340,windows
250340,mac
250380,windows
250380,mac
250380,linux
250400,windows
250420,windows
250420,mac
250420,linux
250460,windows
250460,mac
250460,linux
250500,windows
250520,windows
250540,windows
250540,mac
250560,windows
250560,mac
250560,linux
250580,windows
250580,mac
250580,linux
250600,windows
250600,mac
250600,linux
250620,windows
250620,mac
250620,linux
250640,windows
250660,windows
250680,windows
250700,windows
250700,mac
250700,linux
250720,windows
250760,windows
250760,mac
250760,linux
250900,windows
250900,mac
250900,linux
251020,windows
251060,windows
251060,mac
251060,linux
251110,windows
251130,windows
251130,mac
251130,linux
251150,windows
251170,windows
251210,windows
251210,mac
251210,linux
251230,windows
251270,windows
251270,linux
251290,windows
251310,windows
251370,windows
251370,mac
251370,linux
251410,windows
251410,mac
251410,linux
251430,windows
251430,mac
251430,linux
251450,windows
251450,mac
251470,windows
251470,mac
251470,linux
251490,windows
251490,mac
251490,linux
251510,windows
251530,windows
251530,mac
251530,linux
251570,windows
251570,mac
251570,linux
251630,windows
251630,mac
251630,linux
251690,windows
251710,windows
251710,mac
251710,linux
251730,windows
251730,mac
251770,windows
251770,mac
251810,windows
251830,windows
251830,mac
251850,windows
251850,mac
251870,windows
251890,windows
251890,mac
251890,linux
251910,windows
251910,mac
251910,linux
251950,windows
251950,mac
251990,windows
251990,mac
251990,linux
252010,windows
252030,windows
252030,mac
252050,windows
252070,windows
252090,windows
252090,mac
252110,windows
252110,mac
252110,linux
252130,windows
252130,mac
252170,windows
252170,mac
252170,linux
252230,windows
252250,windows
252250,mac
252250,linux
252270,windows
252290,windows
252290,mac
252290,linux
252310,windows
252310,mac
252310,linux
252330,windows
252330,mac
252350,windows
252390,windows
252390,mac
252390,linux
252410,windows
252410,mac
252410,linux
252430,windows
252430,mac
252450,windows
252450,mac
252450,linux
252470,windows
252470,mac
252470,linux
252490,windows
252490,mac
252530,windows
252550,windows
252550,mac
252570,windows
252570,mac
252610,windows
252610,mac
252610,linux
252630,windows
252630,mac
252630,linux
252670,windows
252670,mac
252670,linux
252690,windows
252690,mac
252710,windows
252710,mac
252730,windows
252750,windows
252750,mac
252750,linux
252830,windows
252830,mac
252870,windows
252870,mac
252870,linux
252890,windows
252910,windows
252950,windows
252950,mac
252950,linux
252970,windows
252970,mac
252970,linux
253030,windows
253030,mac
253030,linux
253110,windows
253150,windows
253150,mac
253150,linux
253230,windows
253230,mac
253250,windows
253250,mac
253290,windows
253290,mac
253290,linux
253330,windows
253330,mac
253330,linux
253350,windows
253350,mac
253350,linux
253370,windows
253370,mac
253370,linux
253390,windows
253390,mac
253390,linux
253410,windows
253410,mac
253410,linux
253430,windows
253490,windows
253510,windows
253570,windows
253570,mac
253570,linux
253610,windows
253670,windows
253690,windows
253710,windows
253750,windows
253770,windows
253790,windows
253790,mac
253790,linux
253840,windows
253860,windows
253860,mac
253880,windows
253880,mac
253900,windows
253900,mac
253900,linux
253960,windows
253960,mac
253960,linux
253980,windows
253980,mac
253980,linux
254060,windows
254060,mac
254080,windows
254080,mac
254200,windows
254200,mac
254200,linux
254300,windows
254320,windows
254320,mac
254320,linux
254440,windows
254460,windows
254480,windows
254590,windows
254700,windows
254820,windows
254840,windows
254860,windows
254880,windows
254920,windows
254960,windows
255070,windows
255220,windows
255220,mac
255220,linux
255260,windows
255280,windows
255300,windows
255300,mac
255300,linux
255320,windows
255340,windows
255340,mac
255340,linux
255370,windows
255390,windows
255420,windows
255710,windows
255710,mac
255710,linux
255870,windows
255870,mac
255870,linux
255940,windows
255940,mac
255960,windows
256010,windows
256010,mac
256010,linux
256030,windows
256070,windows
256190,windows
256290,windows
256330,windows
256370,windows
256390,windows
256460,windows
257030,windows
257030,mac
257050,windows
257120,windows
257120,mac
257120,linux
257170,windows
257170,mac
257220,windows
257260,windows
257260,mac
257260,linux
257350,windows
257350,mac
257350,linux
257510,windows
257510,mac
257510,linux
257630,windows
257630,mac
257670,windows
257670,mac
257670,linux
257690,windows
257690,mac
257690,linux
257710,windows
257710,mac
257710,linux
257730,windows
257730,mac
257750,windows
257770,windows
257770,linux
257790,windows
257830,windows
257830,mac
257830,linux
257850,windows
257850,mac
257850,linux
257870,windows
257870,mac
257870,linux
257970,windows
257970,mac
257970,linux
257990,windows
258010,windows
258050,windows
258050,mac
258050,linux
258070,windows
258070,mac
258090,windows
258180,windows
258200,windows
258220,windows
258520,windows
258590,windows
258760,windows
258880,windows
258890,windows
258890,mac
258890,linux
258910,windows
258950,windows
258950,mac
258950,linux
258970,windows
259020,windows
259060,windows
259060,mac
259060,linux
259080,windows
259130,windows
259130,mac
259130,linux
259170,windows
259190,windows
259320,windows
259340,windows
259340,mac
259390,windows
259390,mac
259390,linux
259410,windows
259410,mac
259450,windows
259450,mac
259450,linux
259470,windows
259470,mac
259470,linux
259510,windows
259510,mac
259510,linux
